Line 1: 1790,1457 -> OK
Line 3359: 568,1167 -> OK
Line 3360: 1794,1295 -> OK
Line 3361: 856,953 -> OK
Line 3362: 1776,1129 -> OK
Line 3363: 340,479 -> OK
Line 3364: 92,953 -> OK
Line 3365: 1790,1167 -> OK
Line 3366: 1540,1167 -> OK
Line 3367: 1802,777 -> OK
Line 3368: 1594,1129 -> OK
Line 3369: 1788,1295 -> OK
Line 3370: 66,898 -> OK
Line 3371: 1788,1295 -> OK
Line 3372: 1540,1411 -> OK
Line 3373: 72,409 -> OK
Line 3374: 856,755 -> OK
Line 3375: 1802,1395 -> OK
Line 3376: 86,586 -> OK
Line 3377: 84,1274 -> OK
Line 3378: 72,435 -> OK
Line 3379: 1814,1375 -> OK
Line 3380: 1808,1446 -> OK
Line 3381: 62,779 -> OK
Line 3382: 1800,1470 -> OK
Line 3383: 1252,1270 -> OK
Line 3384: 84,715 -> OK
Line 3385: 1800,1268 -> OK
Line 3386: 108,463 -> OK
Line 3387: 68,926 -> OK
Line 3388: 1794,1469 -> OK
Line 3389: 1788,1330 -> OK
Line 3390: 1198,1295 -> OK
Line 3391: 1782,727 -> OK
Line 3392: 286,425 -> OK
Line 3393: 1594,1455 -> OK
Line 3394: 1812,922 -> OK
Line 3395: 568,1109 -> OK
Line 3396: 1794,1262 -> OK
Line 3397: 1788,1128 -> OK
Line 3398: 286,467 -> OK
Line 3399: 1784,731 -> OK
Line 3400: 568,703 -> OK
Line 3401: 1540,1346 -> OK
Line 3402: 1024,616 -> OK
Line 3403: 1818,600 -> OK
Line 3404: 1808,1278 -> OK
Line 3405: 62,433 -> OK
Line 3406: 1794,805 -> OK
Line 3407: 568,1383 -> OK
Line 3408: 86,421 -> OK
Line 3409: 1540,948 -> OK
Line 3410: 98,587 -> OK
Line 3411: 910,433 -> OK
Line 3412: 92,427 -> OK
Line 3413: 98,751 -> OK
Line 3414: 1772,552 -> OK
Line 3415: 84,441 -> OK
Line 3416: 78,670 -> OK
Line 3417: 1806,1113 -> OK
Line 3418: 1782,1282 -> OK
Line 3419: 90,419 -> OK
Line 3420: 682,786 -> OK
Line 3421: 286,428 -> OK
Line 3422: 1776,1283 -> OK
Line 3423: 1198,1342 -> OK
Line 3424: 1788,1461 -> OK
Line 3425: 1790,1463 -> OK
Line 3426: 84,610 -> OK
Line 3427: 1252,1232 -> OK
Line 3428: 1796,1438 -> OK
Line 3429: 78,580 -> OK
Line 3430: 90,417 -> OK
Line 3431: 514,421 -> OK
Line 3432: 1366,1463 -> OK
Line 3433: 1252,711 -> OK
Line 3434: 1776,1383 -> OK
Line 3435: 104,634 -> OK
Line 3436: 98,1466 -> OK
Line 3437: 1782,1438 -> OK
Line 3438: 1252,604 -> OK
Line 3439: 1772,1326 -> OK
Line 3440: 970,1069 -> OK
Line 3441: 96,1057 -> OK
Line 3442: 1790,1454 -> OK
Line 3443: 1024,996 -> OK
Line 3444: 1540,1208 -> OK
Line 3445: 72,957 -> OK
Line 3446: 970,933 -> OK
Line 3447: 628,1119 -> OK
Line 3448: 568,1127 -> OK
Line 3449: 1540,1434 -> OK
Line 3450: 286,666 -> OK
Line 3451: 1806,1342 -> OK
Line 3452: 1198,1244 -> OK
Line 3453: 1366,642 -> OK
Line 3454: 74,932 -> OK
Line 3455: 92,821 -> OK
Line 3456: 62,766 -> OK
Line 3457: 1024,1128 -> OK
Line 3458: 96,487 -> OK
Line 3459: 1814,1350 -> OK
Line 3460: 1788,1330 -> OK
Line 3461: 1024,1442 -> OK
Line 3462: 340,436 -> OK
Line 3463: 1812,1318 -> OK
Line 3464: 682,1454 -> OK
Line 3465: 1198,503 -> OK
Line 3466: 74,1012 -> OK
Line 3467: 74,421 -> OK
Line 3468: 1812,1282 -> OK
Line 3469: 1252,1379 -> OK
Line 3470: 514,638 -> OK
Line 3471: 1814,1216 -> OK
Line 3472: 340,646 -> OK
Line 3473: 102,833 -> OK
Line 3474: 98,723 -> OK
Line 3475: 62,491 -> OK
Line 3476: 78,409 -> OK
Line 3477: 1788,1097 -> OK
Line 3478: 568,866 -> OK
Line 3479: 1802,1274 -> OK
Line 3480: 84,417 -> OK
Line 3481: 1788,503 -> OK
Line 3482: 1818,1461 -> OK
Line 3483: 1806,920 -> OK
Line 3484: 1812,1128 -> OK
Line 3485: 90,415 -> OK
Line 3486: 1806,1454 -> OK
Line 3487: 1198,1288 -> OK
Line 3488: 86,770 -> OK
Line 3489: 104,612 -> OK
Line 3490: 1024,898 -> OK
Line 3491: 104,1350 -> OK
Line 3492: 1366,1274 -> OK
Line 3493: 1812,1346 -> OK
Line 3494: 1796,616 -> OK
Line 3495: 1790,1107 -> OK
Line 3496: 286,424 -> OK
Line 3497: 1778,1104 -> OK
Line 3498: 84,930 -> OK
Line 3499: 1818,1240 -> OK
Line 3500: 1366,1326 -> OK
Line 3501: 92,579 -> OK
Line 3502: 90,1439 -> OK
Line 3503: 1772,556 -> OK
Line 3504: 1796,1057 -> OK
Line 3505: 1312,1445 -> OK
Line 3506: 1776,921 -> OK
Line 3507: 78,528 -> OK
Line 3508: 340,544 -> OK
Line 3509: 1024,1057 -> OK
Line 3510: 90,491 -> OK
Line 3511: 1812,1107 -> OK
Line 3512: 1782,1358 -> OK
Line 3513: 1800,1465 -> OK
Line 3514: 1794,1109 -> OK
Line 3515: 340,805 -> OK
Line 3516: 1806,1470 -> OK
Line 3517: 910,950 -> OK
Line 3518: 1776,1469 -> OK
Line 3519: 108,604 -> OK
Line 3520: 90,428 -> OK
Line 3521: 90,424 -> OK
Line 3522: 1794,1267 -> OK
Line 3523: 1812,1350 -> OK
Line 3524: 104,540 -> OK
Line 3525: 1312,1113 -> OK
Line 3526: 514,1350 -> OK
Line 3527: 1024,1288 -> OK
Line 3528: 74,407 -> OK
Line 3529: 102,411 -> OK
Line 3530: 90,809 -> OK
Line 3531: 86,444 -> OK
Line 3532: 286,445 -> OK
Line 3533: 682,715 -> OK
Line 3534: 856,560 -> OK
Line 3535: 98,409 -> OK
Line 3536: 1782,1012 -> OK
Line 3537: 90,1446 -> OK
Line 3538: 74,767 -> OK
Line 3539: 80,479 -> OK
Line 3540: 84,754 -> OK
Line 3541: 1802,1338 -> OK
Line 3542: 1782,1096 -> OK
Line 3543: 98,520 -> OK
Line 3544: 1198,1095 -> OK
Line 3545: 1800,1435 -> OK
Line 3546: 1818,1267 -> OK
Line 3547: 1252,719 -> OK
Line 3548: 1776,1447 -> OK
Line 3549: 62,754 -> OK
Line 3550: 84,600 -> OK
Line 3551: 92,444 -> OK
Line 3552: 1540,1434 -> OK
Line 3553: 1784,1272 -> OK
Line 3554: 1788,1295 -> OK
Line 3555: 910,1105 -> OK
Line 3556: 66,409 -> OK
Line 3557: 1790,821 -> OK
Line 3558: 1776,1469 -> OK
Line 3559: 1818,1358 -> OK
Line 3560: 74,584 -> OK
Line 3561: 1790,1334 -> OK
Line 3562: 62,1295 -> OK
Line 3563: 68,930 -> OK
Line 3564: 68,890 -> OK
Line 3565: 104,950 -> OK
Line 3566: 1818,408 -> OK
Line 3567: 72,441 -> OK
Line 3568: 84,419 -> OK
Line 3569: 568,578 -> OK
Line 3570: 1812,1411 -> OK
Line 3571: 1802,719 -> OK
Line 3572: 1818,520 -> OK
Line 3573: 86,1103 -> OK
Line 3574: 1540,1450 -> OK
Line 3575: 96,604 -> OK
Line 3576: 682,520 -> OK
Line 3577: 856,771 -> OK
Line 3578: 66,407 -> OK
Line 3579: 1800,1438 -> OK
Line 3580: 1540,1175 -> OK
Line 3581: 286,431 -> OK
Line 3582: 1818,1113 -> OK
Line 3583: 84,650 -> OK
Line 3584: 66,813 -> OK
Line 3585: 514,411 -> OK
Line 3586: 1802,1465 -> OK
Line 3587: 340,1466 -> OK
Line 3588: 856,428 -> OK
Line 3589: 970,825 -> OK
Line 3590: 1802,1437 -> OK
Line 3591: 84,416 -> OK
Line 3592: 72,594 -> OK
Line 3593: 286,584 -> OK
Line 3594: 1772,1449 -> OK
Line 3595: 1784,1292 -> OK
Line 3596: 1812,1338 -> OK
Line 3597: 1818,1108 -> OK
Line 3598: 1024,1434 -> OK
Line 3599: 1594,1403 -> OK
Line 3600: 1312,1318 -> OK
Line 3601: 92,925 -> OK
Line 3602: 86,413 -> OK
Line 3603: 286,933 -> OK
Line 3604: 68,440 -> OK
Line 3605: 910,1272 -> OK
Line 3606: 1814,1049 -> OK
Line 3607: 66,600 -> OK
Line 3608: 1198,996 -> OK
Line 3609: 1806,1411 -> OK
Line 3610: 286,1041 -> OK
Line 3611: 66,528 -> OK
Line 3612: 80,431 -> OK
Line 3613: 1540,1151 -> OK
Line 3614: 1772,1342 -> OK
Line 3615: 682,749 -> OK
Line 3616: 682,674 -> OK
Line 3617: 1788,1113 -> OK
Line 3618: 514,757 -> OK
Line 3619: 910,922 -> OK
Line 3620: 340,1298 -> OK
Line 3621: 1772,1466 -> OK
Line 3622: 108,1108 -> OK
Line 3623: 72,1216 -> OK
Line 3624: 1782,1326 -> OK
Line 3625: 104,540 -> OK
Line 3626: 90,580 -> OK
Line 3627: 1788,1434 -> OK
Line 3628: 96,428 -> OK
Line 3629: 628,763 -> OK
Line 3630: 1252,950 -> OK
Line 3631: 1024,1459 -> OK
Line 3632: 1024,1057 -> OK
Line 3633: 108,841 -> OK
Line 3634: 108,445 -> OK
Line 3635: 1252,1120 -> OK
Line 3636: 1784,1443 -> OK
Line 3637: 1790,1093 -> OK
Line 3638: 74,950 -> OK
Line 3639: 568,1216 -> OK
Line 3640: 340,415 -> OK
Line 3641: 1782,1395 -> OK
Line 3642: 84,611 -> OK
Line 3643: 856,1012 -> OK
Line 3644: 102,634 -> OK
Line 3645: 72,582 -> OK
Line 3646: 102,463 -> OK
Line 3647: 1800,1204 -> OK
Line 3648: 72,941 -> OK
Line 3649: 1540,1346 -> OK
Line 3650: 1540,411 -> OK
Line 3651: 628,1467 -> OK
Line 3652: 1366,1208 -> OK
Line 3653: 1024,766 -> OK
Line 3654: 1366,1116 -> OK
Line 3655: 1366,1294 -> OK
Line 3656: 84,584 -> OK
Line 3657: 62,591 -> OK
Line 3658: 72,439 -> OK
Line 3659: 856,750 -> OK
Line 3660: 1784,1459 -> OK
Line 3661: 1794,1065 -> OK
Line 3662: 1794,1457 -> OK
Line 3663: 628,1057 -> OK
Line 3664: 1808,926 -> OK
Line 3665: 1772,1411 -> OK
Line 3666: 96,556 -> OK
Line 3667: 1778,1379 -> OK
Line 3668: 1812,1104 -> OK
Line 3669: 1782,1457 -> OK
Line 3670: 910,948 -> OK
Line 3671: 96,980 -> OK
Line 3672: 1366,1298 -> OK
Line 3673: 1252,1151 -> OK
Line 3674: 970,874 -> OK
Line 3675: 628,595 -> OK
Line 3676: 514,524 -> OK
Line 3677: 108,1298 -> OK
Line 3678: 98,520 -> OK
Line 3679: 1366,1104 -> OK
Line 3680: 1808,1342 -> OK
Line 3681: 1802,1283 -> OK
Line 3682: 1784,829 -> OK
Line 3683: 1776,1445 -> OK
Line 3684: 68,503 -> OK
Line 3685: 62,423 -> OK
Line 3686: 1812,1391 -> OK
Line 3687: 1366,1171 -> OK
Line 3688: 1812,1318 -> OK
Line 3689: 1788,1288 -> OK
Line 3690: 1198,1290 -> OK
Line 3691: 1806,1295 -> OK
Line 3692: 1802,1434 -> OK
Line 3693: 92,431 -> OK
Line 3694: 1778,407 -> OK
Line 3695: 92,878 -> OK
Line 3696: 1812,1278 -> OK
Line 3697: 1540,445 -> OK
Line 3698: 970,1103 -> OK
Line 3699: 568,866 -> OK
Line 3700: 1312,1016 -> OK
Line 3701: 1024,1128 -> OK
Line 3702: 1776,532 -> OK
Line 3703: 1796,1288 -> OK
Line 3704: 1252,1279 -> OK
Line 3705: 286,421 -> OK
Line 3706: 92,503 -> OK
Line 3707: 1540,1338 -> OK
Line 3708: 1778,1415 -> OK
Line 3709: 1802,1346 -> OK
Line 3710: 1818,1438 -> OK
Line 3711: 1024,862 -> OK
Line 3712: 66,471 -> OK
Line 3713: 1806,1037 -> OK
Line 3714: 1776,583 -> OK
Line 3715: 1808,1208 -> OK
Line 3716: 1806,1465 -> OK
Line 3717: 1024,600 -> OK
Line 3718: 62,1459 -> OK
Line 3719: 108,602 -> OK
Line 3720: 1776,1465 -> OK
Line 3721: 1778,1120 -> OK
Line 3722: 1788,1163 -> OK
Line 3723: 1784,532 -> OK
Line 3724: 102,411 -> OK
Line 3725: 1818,1061 -> OK
Line 3726: 1198,833 -> OK
Line 3727: 1784,1465 -> OK
Line 3728: 568,1280 -> OK
Line 3729: 108,599 -> OK
Line 3730: 1198,949 -> OK
Line 3731: 1818,1461 -> OK
Line 3732: 74,599 -> OK
Line 3733: 1806,1183 -> OK
Line 3734: 68,445 -> OK
Line 3735: 74,703 -> OK
Line 3736: 682,786 -> OK
Line 3737: 1800,1270 -> OK
Line 3738: 1540,1442 -> OK
Line 3739: 1252,1105 -> OK
Line 3740: 568,607 -> OK
Line 3741: 1818,1092 -> OK
Line 3742: 1800,441 -> OK
Line 3743: 86,751 -> OK
Line 3744: 1788,1105 -> OK
Line 3745: 86,711 -> OK
Line 3746: 80,773 -> OK
Line 3747: 104,646 -> OK
Line 3748: 910,786 -> OK
Line 3749: 1366,952 -> OK
Line 3750: 1252,1433 -> OK
Line 3751: 514,642 -> OK
Line 3752: 92,1109 -> OK
Line 3753: 970,1167 -> OK
Line 3754: 1794,1438 -> OK
Line 3755: 970,1470 -> OK
Line 3756: 682,723 -> OK
Line 3757: 1784,1128 -> OK
Line 3758: 86,423 -> OK
Line 3759: 86,1358 -> OK
Line 3760: 1808,479 -> OK
Line 3761: 286,670 -> OK
Line 3762: 286,491 -> OK
Line 3763: 628,727 -> OK
Line 3764: 856,1435 -> OK
Line 3765: 90,1264 -> OK
Line 3766: 1772,1163 -> OK
Line 3767: 1312,424 -> OK
Line 3768: 1312,1443 -> OK
Line 3769: 1806,980 -> OK
Line 3770: 1252,1447 -> OK
Line 3771: 1772,758 -> OK
Line 3772: 682,1208 -> OK
Line 3773: 72,433 -> OK
Line 3774: 910,778 -> OK
Line 3775: 90,419 -> OK
Line 3776: 104,902 -> OK
Line 3777: 74,433 -> OK
Line 3778: 1806,1411 -> OK
Line 3779: 102,1391 -> OK
Line 3780: 102,932 -> OK
Line 3781: 1784,1091 -> OK
Line 3782: 74,988 -> OK
Line 3783: 1806,882 -> OK
Line 3784: 102,1093 -> OK
Line 3785: 1812,1045 -> OK
Line 3786: 62,658 -> OK
Line 3787: 1794,1244 -> OK
Line 3788: 1778,1151 -> OK
Line 3789: 856,920 -> OK
Line 3790: 1594,805 -> OK
Line 3791: 80,1447 -> OK
Line 3792: 108,467 -> OK
Line 3793: 1252,921 -> OK
Line 3794: 66,421 -> OK
Line 3795: 90,491 -> OK
Line 3796: 1252,921 -> OK
Line 3797: 1778,1216 -> OK
Line 3798: 1784,1123 -> OK
Line 3799: 1790,1457 -> OK
Line 3800: 340,1284 -> OK
Line 3801: 1800,1411 -> OK
Line 3802: 80,419 -> OK
Line 3803: 72,662 -> OK
Line 3804: 68,1462 -> OK
Line 3805: 628,584 -> OK
Line 3806: 1778,1016 -> OK
Line 3807: 1312,1115 -> OK
Line 3808: 72,475 -> OK
Line 3809: 1198,586 -> OK
Line 3810: 1024,1224 -> OK
Line 3811: 682,1057 -> OK
Line 3812: 1776,1415 -> OK
Line 3813: 286,587 -> OK
Line 3814: 74,520 -> OK
Line 3815: 1782,1127 -> OK
Line 3816: 628,599 -> OK
Line 3817: 1772,1442 -> OK
Line 3818: 78,695 -> OK
Line 3819: 1802,1278 -> OK
Line 3820: 1790,1330 -> OK
Line 3821: 1818,1453 -> OK
Line 3822: 104,765 -> OK
Line 3823: 92,944 -> OK
Line 3824: 286,650 -> OK
Line 3825: 96,1016 -> OK
Line 3826: 1818,773 -> OK
Line 3827: 286,487 -> OK
Line 3828: 102,1127 -> OK
Line 3829: 1796,1350 -> OK
Line 3830: 910,1033 -> OK
Line 3831: 1198,1175 -> OK
Line 3832: 86,437 -> OK
Line 3833: 910,945 -> OK
Line 3834: 1818,532 -> OK
Line 3835: 1782,421 -> OK
Line 3836: 92,980 -> OK
Line 3837: 568,1435 -> OK
Line 3838: 98,757 -> OK
Line 3839: 568,763 -> OK
Line 3840: 1366,1123 -> OK
Line 3841: 1788,1128 -> OK
Line 3842: 102,782 -> OK
Line 3843: 1788,1461 -> OK
Line 3844: 90,587 -> OK
Line 3845: 72,532 -> OK
Line 3846: 1794,1433 -> OK
Line 3847: 1540,1045 -> OK
Line 3848: 68,441 -> OK
Line 3849: 910,936 -> OK
Line 3850: 1818,1465 -> OK
Line 3851: 1252,866 -> OK
Line 3852: 1812,941 -> OK
Line 3853: 1800,1272 -> OK
Line 3854: 1312,1280 -> OK
Line 3855: 286,1108 -> OK
Line 3856: 856,845 -> OK
Line 3857: 1788,1262 -> OK
Line 3858: 90,778 -> OK
Line 3859: 1024,932 -> OK
Line 3860: 98,423 -> OK
Line 3861: 102,1155 -> OK
Line 3862: 80,409 -> OK
Line 3863: 340,441 -> OK
Line 3864: 514,674 -> OK
Line 3865: 80,441 -> OK
Line 3866: 1812,1466 -> OK
Line 3867: 1772,1111 -> OK
Line 3868: 72,437 -> OK
Line 3869: 1024,1447 -> OK
Line 3870: 1818,1104 -> OK
Line 3871: 98,524 -> OK
Line 3872: 84,1240 -> OK
Line 3873: 682,767 -> OK
Line 3874: 1312,874 -> OK
Line 3875: 1796,1045 -> OK
Line 3876: 98,590 -> OK
Line 3877: 1800,1346 -> OK
Line 3878: 970,938 -> OK
Line 3879: 1802,1282 -> OK
Line 3880: 1366,444 -> OK
Line 3881: 1790,1295 -> OK
Line 3882: 98,1451 -> OK
Line 3883: 1366,1262 -> OK
Line 3884: 1778,560 -> OK
Line 3885: 340,433 -> OK
Line 3886: 104,638 -> OK
Line 3887: 108,583 -> OK
Line 3888: 1796,491 -> OK
Line 3889: 1788,1467 -> OK
Line 3890: 72,413 -> OK
Line 3891: 1366,1263 -> OK
Line 3892: 1806,1465 -> OK
Line 3893: 84,417 -> OK
Line 3894: 1802,1275 -> OK
Line 3895: 1782,590 -> OK
Line 3896: 90,600 -> OK
Line 3897: 856,1244 -> OK
Line 3898: 96,588 -> OK
Line 3899: 1802,1375 -> OK
Line 3900: 108,439 -> OK
Line 3901: 856,1053 -> OK
Line 3902: 1790,662 -> OK
Line 3903: 1784,1121 -> OK
Line 3904: 1594,813 -> OK
Line 3905: 90,587 -> OK
Line 3906: 1312,1112 -> OK
Line 3907: 1778,922 -> OK
Line 3908: 1788,785 -> OK
Line 3909: 628,467 -> OK
Line 3910: 910,1045 -> OK
Line 3911: 92,590 -> OK
Line 3912: 1782,933 -> OK
Line 3913: 910,1266 -> OK
Line 3914: 1772,1450 -> OK
Line 3915: 1790,1326 -> OK
Line 3916: 568,1216 -> OK
Line 3917: 1814,1449 -> OK
Line 3918: 1540,1049 -> OK
Line 3919: 80,774 -> OK
Line 3920: 514,1112 -> OK
Line 3921: 1540,1391 -> OK
Line 3922: 92,782 -> OK
Line 3923: 1788,1469 -> OK
Line 3924: 90,479 -> OK
Line 3925: 1540,1272 -> OK
Line 3926: 1772,1457 -> OK
Line 3927: 1794,1455 -> OK
Line 3928: 286,882 -> OK
Line 3929: 1814,616 -> OK
Line 3930: 1812,583 -> OK
Line 3931: 1812,1187 -> OK
Line 3932: 1198,926 -> OK
Line 3933: 1366,1147 -> OK
Line 3934: 340,767 -> OK
Line 3935: 72,902 -> OK
Line 3936: 682,945 -> OK
Line 3937: 1782,1435 -> OK
Line 3938: 1814,1280 -> OK
Line 3939: 1784,1457 -> OK
Line 3940: 62,592 -> OK
Line 3941: 86,495 -> OK
Line 3942: 1540,825 -> OK
Line 3943: 514,487 -> OK
Line 3944: 1806,1334 -> OK
Line 3945: 84,423 -> OK
Line 3946: 78,614 -> OK
Line 3947: 1800,1462 -> OK
Line 3948: 340,415 -> OK
Line 3949: 108,463 -> OK
Line 3950: 104,759 -> OK
Line 3951: 1800,1446 -> OK
Line 3952: 286,536 -> OK
Line 3953: 1198,1466 -> OK
Line 3954: 628,634 -> OK
Line 3955: 1794,1262 -> OK
Line 3956: 1312,1451 -> OK
Line 3957: 1818,1124 -> OK
Line 3958: 96,1298 -> OK
Line 3959: 1198,1115 -> OK
Line 3960: 340,1097 -> OK
Line 3961: 108,1000 -> OK
Line 3962: 970,1375 -> OK
Line 3963: 68,536 -> OK
Line 3964: 682,612 -> OK
Line 3965: 1788,1454 -> OK
Line 3966: 74,611 -> OK
Line 3967: 1198,1041 -> OK
Line 3968: 1806,878 -> OK
Line 3969: 1778,1438 -> OK
Line 3970: 72,475 -> OK
Line 3971: 72,606 -> OK
Line 3972: 1778,1346 -> OK
Line 3973: 1806,1295 -> OK
Line 3974: 1312,894 -> OK
Line 3975: 1796,1112 -> OK
Line 3976: 514,423 -> OK
Line 3977: 1814,471 -> OK
Line 3978: 910,432 -> OK
Line 3979: 970,1103 -> OK
Line 3980: 102,409 -> OK
Line 3981: 1812,520 -> OK
Line 3982: 1024,1155 -> OK
Line 3983: 84,783 -> OK
Line 3984: 96,761 -> OK
Line 3985: 108,779 -> OK
Line 3986: 340,1187 -> OK
Line 3987: 98,920 -> OK
Line 3988: 1802,1470 -> OK
Line 3989: 1812,1266 -> OK
Line 3990: 628,695 -> OK
Line 3991: 1800,1403 -> OK
Line 3992: 568,699 -> OK
Line 3993: 1808,775 -> OK
Line 3994: 286,941 -> OK
Line 3995: 1806,950 -> OK
Line 3996: 1778,1470 -> OK
Line 3997: 80,427 -> OK
Line 3998: 66,420 -> OK
Line 3999: 910,646 -> OK
Line 4000: 1814,1346 -> OK
Line 4001: 910,1175 -> OK
Line 4002: 78,552 -> OK
Line 4003: 1540,1379 -> OK
Line 4004: 514,607 -> OK
Line 4005: 340,419 -> OK
Line 4006: 62,845 -> OK
Line 4007: 1814,1437 -> OK
Line 4008: 78,930 -> OK
Line 4009: 1594,870 -> OK
Line 4010: 856,646 -> OK
Line 4011: 1594,436 -> OK
Line 4012: 74,415 -> OK
Line 4013: 1776,1111 -> OK
Line 4014: 1540,1442 -> OK
Line 4015: 1198,699 -> OK
Line 4016: 1366,1280 -> OK
Line 4017: 1024,421 -> OK
Line 4018: 970,996 -> OK
Line 4019: 102,1204 -> OK
Line 4020: 1024,996 -> OK
Line 4021: 1540,984 -> OK
Line 4022: 856,487 -> OK
Line 4023: 1800,1212 -> OK
Line 4024: 970,1167 -> OK
Line 4025: 1198,1298 -> OK
Line 4026: 1790,1033 -> OK
Line 4027: 108,1284 -> OK
Line 4028: 1252,1179 -> OK
Line 4029: 74,1437 -> OK
Line 4030: 1794,600 -> OK
Line 4031: 86,583 -> OK
Line 4032: 1782,1288 -> OK
Line 4033: 1366,1294 -> OK
Line 4034: 84,1267 -> OK
Line 4035: 1776,1212 -> OK
Line 4036: 1800,1467 -> OK
Line 4037: 74,703 -> OK
Line 4038: 1800,1326 -> OK
Line 4039: 92,616 -> OK
Line 4040: 1796,592 -> OK
Line 4041: 1788,1292 -> OK
Line 4042: 1024,1057 -> OK
Line 4043: 92,583 -> OK
Line 4044: 86,699 -> OK
Line 4045: 286,614 -> OK
Line 4046: 1808,938 -> OK
Line 4047: 1794,1338 -> OK
Line 4048: 84,587 -> OK
Line 4049: 90,757 -> OK
Line 4050: 1794,1438 -> OK
Line 4051: 1782,1438 -> OK
Line 4052: 108,1004 -> OK
Line 4053: 72,763 -> OK
Line 4054: 1312,952 -> OK
Line 4055: 1198,1057 -> OK
Line 4056: 1024,759 -> OK
Line 4057: 1198,1291 -> OK
Line 4058: 1818,1462 -> OK
Line 4059: 96,779 -> OK
Line 4060: 96,1282 -> OK
Line 4061: 72,731 -> OK
Line 4062: 1790,435 -> OK
Line 4063: 90,411 -> OK
Line 4064: 628,1465 -> OK
Line 4065: 1814,1449 -> OK
Line 4066: 1808,1471 -> OK
Line 4067: 682,602 -> OK
Line 4068: 286,821 -> OK
Line 4069: 910,1445 -> OK
Line 4070: 1772,1375 -> OK
Line 4071: 92,444 -> OK
Line 4072: 1800,1299 -> OK
Line 4073: 1252,1438 -> OK
Line 4074: 1796,1462 -> OK
Line 4075: 1794,1466 -> OK
Line 4076: 1366,941 -> OK
Line 4077: 568,578 -> OK
Line 4078: 1784,1115 -> OK
Line 4079: 108,540 -> OK
Line 4080: 856,612 -> OK
Line 4081: 1776,1403 -> OK
Line 4082: 104,439 -> OK
Line 4083: 1800,1061 -> OK
Line 4084: 1796,1466 -> OK
Line 4085: 92,592 -> OK
Line 4086: 1796,1465 -> OK
Line 4087: 1812,1469 -> OK
Line 4088: 1790,1275 -> OK
Line 4089: 1796,1407 -> OK
Line 4090: 1252,1283 -> OK
Line 4091: 108,606 -> OK
Line 4092: 1366,1267 -> OK
Line 4093: 1772,749 -> OK
Line 4094: 102,727 -> OK
Line 4095: 1800,1467 -> OK
Line 4096: 340,528 -> OK
Line 4097: 1782,757 -> OK
Line 4098: 1806,1469 -> OK
Line 4099: 92,719 -> OK
Line 4100: 98,540 -> OK
Line 4101: 1784,1435 -> OK
Line 4102: 1788,1465 -> OK
Line 4103: 1802,1278 -> OK
Line 4104: 1808,1437 -> OK
Line 4105: 1818,925 -> OK
Line 4106: 72,586 -> OK
Line 4107: 286,520 -> OK
Line 4108: 86,750 -> OK
Line 4109: 1802,1459 -> OK
Line 4110: 72,439 -> OK
Line 4111: 1024,829 -> OK
Line 4112: 74,1115 -> OK
Line 4113: 856,845 -> OK
Line 4114: 1776,1342 -> OK
Line 4115: 1594,1326 -> OK
Line 4116: 682,579 -> OK
Line 4117: 102,439 -> OK
Line 4118: 1812,662 -> OK
Line 4119: 1024,996 -> OK
Line 4120: 74,1300 -> OK
Line 4121: 1788,471 -> OK
Line 4122: 92,719 -> OK
Line 4123: 1818,1124 -> OK
Line 4124: 1814,1411 -> OK
Line 4125: 1812,1442 -> OK
Line 4126: 96,1121 -> OK
Line 4127: 856,592 -> OK
Line 4128: 1808,1445 -> OK
Line 4129: 1802,1466 -> OK
Line 4130: 62,419 -> OK
Line 4131: 1788,1004 -> OK
Line 4132: 96,587 -> OK
Line 4133: 340,958 -> OK
Line 4134: 628,731 -> OK
Line 4135: 96,427 -> OK
Line 4136: 78,540 -> OK
Line 4137: 78,699 -> OK
Line 4138: 84,604 -> OK
Line 4139: 1784,1228 -> OK
Line 4140: 74,634 -> OK
Line 4141: 1818,1471 -> OK
Line 4142: 1784,1125 -> OK
Line 4143: 1814,1179 -> OK
Line 4144: 1788,590 -> OK
Line 4145: 682,603 -> OK
Line 4146: 1366,1263 -> OK
Line 4147: 1366,1326 -> OK
Line 4148: 90,984 -> OK
Line 4149: 1252,920 -> OK
Line 4150: 1806,1437 -> OK
Line 4151: 1788,1433 -> OK
Line 4152: 1818,1463 -> OK
Line 4153: 96,758 -> OK
Line 4154: 84,419 -> OK
Line 4155: 92,1012 -> OK
Line 4156: 1814,1282 -> OK
Line 4157: 1778,1350 -> OK
Line 4158: 1024,1105 -> OK
Line 4159: 1540,586 -> OK
Line 4160: 1778,1439 -> OK
Line 4161: 84,540 -> OK
Line 4162: 568,767 -> OK
Line 4163: 1800,1107 -> OK
Line 4164: 1796,1099 -> OK
Line 4165: 1800,1069 -> OK
Line 4166: 1814,1280 -> OK
Line 4167: 1814,1284 -> OK
Line 4168: 1814,1383 -> OK
Line 4169: 1778,757 -> OK
Line 4170: 84,417 -> OK
Line 4171: 1814,1037 -> OK
Line 4172: 90,427 -> OK
Line 4173: 514,695 -> OK
Line 4174: 1198,1041 -> OK
Line 4175: 84,757 -> OK
Line 4176: 1776,1330 -> OK
Line 4177: 1808,980 -> OK
Line 4178: 1818,1224 -> OK
Line 4179: 108,711 -> OK
Line 4180: 62,416 -> OK
